id,date,store_nbr,family,sales,onpromotion
2966170,2017-07-27,34,SCHOOL AND OFFICE SUPPLIES,1.0,0
2966169,2017-07-27,34,PRODUCE,580.618,5
2966180,2017-07-27,35,DAIRY,105.0,0
2966362,2017-07-27,4,PERSONAL CARE,197.0,4
2966250,2017-07-27,37,GROCERY I,3598.0,65
2966252,2017-07-27,37,HARDWARE,1.0,0
2966332,2017-07-27,39,POULTRY,222.313,0
2966331,2017-07-27,39,PLAYERS AND ELECTRONICS,11.0,0
2966330,2017-07-27,39,PET SUPPLIES,8.0,0
2966329,2017-07-27,39,PERSONAL CARE,398.0,8
2966328,2017-07-27,39,MEATS,228.347,19
2966327,2017-07-27,39,MAGAZINES,3.0,0
2966326,2017-07-27,39,"LIQUOR,WINE,BEER",43.0,1
2966325,2017-07-27,39,LINGERIE,3.0,0
2966324,2017-07-27,39,LAWN AND GARDEN,12.0,0
2966323,2017-07-27,39,LADIESWEAR,2.0,0
2966322,2017-07-27,39,HOME CARE,199.0,4
2966333,2017-07-27,39,PREPARED FOODS,48.502,0
2966321,2017-07-27,39,HOME APPLIANCES,0.0,0
2966319,2017-07-27,39,HOME AND KITCHEN I,11.0,3
2966318,2017-07-27,39,HARDWARE,3.0,0
2966317,2017-07-27,39,GROCERY II,35.0,0
2966316,2017-07-27,39,GROCERY I,5882.719,68
2966315,2017-07-27,39,FROZEN FOODS,53.0,1
2966314,2017-07-27,39,EGGS,282.0,1
2966313,2017-07-27,39,DELI,161.174,7
2966312,2017-07-27,39,DAIRY,503.0,5
2966311,2017-07-27,39,CLEANING,5836.0,18
2966310,2017-07-27,39,CELEBRATION,18.0,0
2966309,2017-07-27,39,BREAD/BAKERY,573.0,2
2966320,2017-07-27,39,HOME AND KITCHEN II,10.0,0
2966308,2017-07-27,39,BOOKS,0.0,0
2966334,2017-07-27,39,PRODUCE,1235.428,5
2966336,2017-07-27,39,SEAFOOD,7.822,0
2966360,2017-07-27,4,MAGAZINES,8.0,0
2966359,2017-07-27,4,"LIQUOR,WINE,BEER",58.0,2
2966358,2017-07-27,4,LINGERIE,0.0,0
2966357,2017-07-27,4,LAWN AND GARDEN,19.0,0
2966356,2017-07-27,4,LADIESWEAR,11.0,0
2966355,2017-07-27,4,HOME CARE,206.0,7
2966354,2017-07-27,4,HOME APPLIANCES,0.0,0
2966353,2017-07-27,4,HOME AND KITCHEN II,6.0,0
2966352,2017-07-27,4,HOME AND KITCHEN I,3.0,1
2966351,2017-07-27,4,HARDWARE,1.0,0
2966350,2017-07-27,4,GROCERY II,21.0,1
2966335,2017-07-27,39,SCHOOL AND OFFICE SUPPLIES,1.0,0
2966349,2017-07-27,4,GROCERY I,2592.0,50
2966347,2017-07-27,4,EGGS,98.0,0
2966346,2017-07-27,4,DELI,157.881,5
2966345,2017-07-27,4,DAIRY,570.0,8
2966344,2017-07-27,4,CLEANING,618.0,15
2966343,2017-07-27,4,CELEBRATION,8.0,0
2966342,2017-07-27,4,BREAD/BAKERY,287.839,0
2966341,2017-07-27,4,BOOKS,0.0,0
2966340,2017-07-27,4,BEVERAGES,1976.0,25
2966339,2017-07-27,4,BEAUTY,3.0,0
2966338,2017-07-27,4,BABY CARE,0.0,0
2966337,2017-07-27,4,AUTOMOTIVE,4.0,0
2966348,2017-07-27,4,FROZEN FOODS,59.0,1
2966251,2017-07-27,37,GROCERY II,73.0,1
2966307,2017-07-27,39,BEVERAGES,2774.0,33
2966305,2017-07-27,39,BABY CARE,0.0,0
2966276,2017-07-27,38,BREAD/BAKERY,358.744,0
2966275,2017-07-27,38,BOOKS,0.0,0
2966274,2017-07-27,38,BEVERAGES,1567.0,25
2966273,2017-07-27,38,BEAUTY,5.0,0
2966272,2017-07-27,38,BABY CARE,0.0,0
2966271,2017-07-27,38,AUTOMOTIVE,5.0,0
2966270,2017-07-27,37,SEAFOOD,9.424,0
2966269,2017-07-27,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
2966268,2017-07-27,37,PRODUCE,2357.524,14
2966267,2017-07-27,37,PREPARED FOODS,109.813995,0
2966266,2017-07-27,37,POULTRY,259.225,0
2966277,2017-07-27,38,CELEBRATION,22.0,0
2966265,2017-07-27,37,PLAYERS AND ELECTRONICS,13.0,0
2966263,2017-07-27,37,PERSONAL CARE,242.0,8
2966262,2017-07-27,37,MEATS,207.139,0
2966261,2017-07-27,37,MAGAZINES,9.0,0
2966260,2017-07-27,37,"LIQUOR,WINE,BEER",130.0,4
2966259,2017-07-27,37,LINGERIE,1.0,0
2966258,2017-07-27,37,LAWN AND GARDEN,24.0,0
2966257,2017-07-27,37,LADIESWEAR,17.0,0
2966256,2017-07-27,37,HOME CARE,245.0,9
2966255,2017-07-27,37,HOME APPLIANCES,0.0,0
2966254,2017-07-27,37,HOME AND KITCHEN II,38.0,0
2966253,2017-07-27,37,HOME AND KITCHEN I,48.0,1
2966264,2017-07-27,37,PET SUPPLIES,9.0,0
2966306,2017-07-27,39,BEAUTY,5.0,0
2966278,2017-07-27,38,CLEANING,775.0,11
2966280,2017-07-27,38,DELI,86.593,6
2966304,2017-07-27,39,AUTOMOTIVE,8.0,0
2966303,2017-07-27,38,SEAFOOD,18.098999,0
2966302,2017-07-27,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
2966301,2017-07-27,38,PRODUCE,1456.004,10
2966300,2017-07-27,38,PREPARED FOODS,68.783,0
2966299,2017-07-27,38,POULTRY,85.862,0
2966298,2017-07-27,38,PLAYERS AND ELECTRONICS,8.0,0
2966297,2017-07-27,38,PET SUPPLIES,3.0,0
2966296,2017-07-27,38,PERSONAL CARE,288.0,6
2966295,2017-07-27,38,MEATS,139.196,0
2966294,2017-07-27,38,MAGAZINES,12.0,0
2966279,2017-07-27,38,DAIRY,560.0,5
2966293,2017-07-27,38,"LIQUOR,WINE,BEER",62.0,3
2966291,2017-07-27,38,LAWN AND GARDEN,17.0,0
2966290,2017-07-27,38,LADIESWEAR,10.0,0
2966289,2017-07-27,38,HOME CARE,251.0,9
2966288,2017-07-27,38,HOME APPLIANCES,0.0,0
2966287,2017-07-27,38,HOME AND KITCHEN II,21.0,1
2966286,2017-07-27,38,HOME AND KITCHEN I,24.0,2
2966285,2017-07-27,38,HARDWARE,0.0,0
2966284,2017-07-27,38,GROCERY II,34.0,0
2966283,2017-07-27,38,GROCERY I,2750.0,51
2966282,2017-07-27,38,FROZEN FOODS,74.123,1
2966281,2017-07-27,38,EGGS,48.0,0
2966292,2017-07-27,38,LINGERIE,1.0,0
2966584,2017-07-27,46,HOME AND KITCHEN II,12.0,0
2966806,2017-07-27,52,CLEANING,1306.0,23
2966586,2017-07-27,46,HOME CARE,505.0,11
2966889,2017-07-27,54,MEATS,59.77,13
2966888,2017-07-27,54,MAGAZINES,0.0,0
2966887,2017-07-27,54,"LIQUOR,WINE,BEER",20.0,1
2966886,2017-07-27,54,LINGERIE,1.0,0
2966885,2017-07-27,54,LAWN AND GARDEN,0.0,0
2966884,2017-07-27,54,LADIESWEAR,0.0,0
2966883,2017-07-27,54,HOME CARE,149.0,6
2966882,2017-07-27,54,HOME APPLIANCES,0.0,0
2966881,2017-07-27,54,HOME AND KITCHEN II,7.0,0
2966880,2017-07-27,54,HOME AND KITCHEN I,7.0,1
2966879,2017-07-27,54,HARDWARE,1.0,0
2966878,2017-07-27,54,GROCERY II,7.0,0
2966877,2017-07-27,54,GROCERY I,2949.0,53
2966876,2017-07-27,54,FROZEN FOODS,24.0,0
2966875,2017-07-27,54,EGGS,37.0,1
2966874,2017-07-27,54,DELI,214.0,5
2966873,2017-07-27,54,DAIRY,189.0,3
2966872,2017-07-27,54,CLEANING,727.0,19
2966871,2017-07-27,54,CELEBRATION,1.0,0
2966870,2017-07-27,54,BREAD/BAKERY,175.0,2
2966869,2017-07-27,54,BOOKS,0.0,0
2966868,2017-07-27,54,BEVERAGES,1543.0,25
2966867,2017-07-27,54,BEAUTY,2.0,0
2966890,2017-07-27,54,PERSONAL CARE,144.0,5
2966891,2017-07-27,54,PET SUPPLIES,0.0,0
2966892,2017-07-27,54,PLAYERS AND ELECTRONICS,1.0,0
2966893,2017-07-27,54,POULTRY,52.086,0
2966917,2017-07-27,6,LADIESWEAR,17.0,0
2966916,2017-07-27,6,HOME CARE,266.0,8
2966915,2017-07-27,6,HOME APPLIANCES,0.0,0
2966914,2017-07-27,6,HOME AND KITCHEN II,45.0,1
2966913,2017-07-27,6,HOME AND KITCHEN I,19.0,4
2966912,2017-07-27,6,HARDWARE,2.0,0
2966911,2017-07-27,6,GROCERY II,28.0,0
2966910,2017-07-27,6,GROCERY I,3820.0,57
2966909,2017-07-27,6,FROZEN FOODS,105.0,1
2966908,2017-07-27,6,EGGS,140.0,0
2966907,2017-07-27,6,DELI,263.577,8
2966866,2017-07-27,54,BABY CARE,0.0,0
2966906,2017-07-27,6,DAIRY,718.0,7
2966904,2017-07-27,6,CELEBRATION,19.0,0
2966903,2017-07-27,6,BREAD/BAKERY,432.275,0
2966902,2017-07-27,6,BOOKS,0.0,0
2966901,2017-07-27,6,BEVERAGES,2551.0,28
2966900,2017-07-27,6,BEAUTY,3.0,0
2966899,2017-07-27,6,BABY CARE,0.0,0
2966898,2017-07-27,6,AUTOMOTIVE,2.0,0
2966897,2017-07-27,54,SEAFOOD,2.0,0
2966896,2017-07-27,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
2966895,2017-07-27,54,PRODUCE,520.489,4
